data_ref,sexo,posse_de_veiculo,posse_de_imovel,qtd_filhos,tipo_renda,educacao,estado_civil,tipo_residencia,idade,tempo_emprego,qt_pessoas_residencia,renda
2015-01-01,M,False,True,0,Empresário,Secundário,Solteiro,Aluguel,51,4.3780821917808215,1.0,2557.77
2015-01-01,F,False,True,0,Assalariado,Secundário,Casado,Casa,54,3.0904109589041098,2.0,2083.35
2015-01-01,F,False,False,0,Assalariado,Secundário,União,Com os pais,30,3.9287671232876713,2.0,856.31
2015-01-01,F,True,True,1,Empresário,Superior completo,Casado,Casa,45,7.315068493150685,3.0,2963.48
2015-01-01,F,True,True,1,Assalariado,Secundário,Casado,Casa,41,9.01917808219178,3.0,4082.3
2015-01-01,F,False,True,2,Assalariado,Secundário,Separado,Casa,40,6.594520547945206,3.0,3557.34
2015-01-01,F,False,True,0,Empresário,Superior completo,Casado,Casa,47,3.2931506849315078,2.0,699.19
2015-01-01,F,True,True,2,Empresário,Superior completo,Casado,Casa,37,17.361643835616437,4.0,8861.49
2015-01-01,F,True,True,1,Assalariado,Superior completo,Separado,Casa,26,5.778082191780823,2.0,2990.66
2015-01-01,M,True,False,2,Empresário,Superior completo,Casado,Casa,39,13.0,4.0,10496.35
2015-01-01,F,True,True,0,Assalariado,Secundário,Casado,Casa,36,14.643835616438356,2.0,1334.97
2015-01-01,F,False,True,2,Assalariado,Superior completo,Casado,Casa,30,6.27123287671233,4.0,2749.88
2015-01-01,M,False,False,0,Servidor público,Secundário,Solteiro,Casa,41,6.049315068493152,1.0,7330.85
2015-01-01,F,False,True,0,Servidor público,Superior completo,União,Casa,45,7.534246575342466,2.0,8542.51
2015-01-01,M,True,True,2,Assalariado,Superior completo,Casado,Casa,37,0.4383561643835616,4.0,2798.9
2015-01-01,F,True,True,0,Assalariado,Secundário,Solteiro,Casa,52,10.720547945205482,1.0,2959.0
2015-01-01,F,False,False,0,Assalariado,Secundário,Casado,Governamental,50,0.3753424657534247,2.0,4339.98
2015-01-01,M,False,True,0,Empresário,Secundário,Casado,Casa,34,11.065753424657538,2.0,4738.24
2015-01-01,F,True,True,0,Empresário,Superior completo,Casado,Casa,35,0.8383561643835616,2.0,1935.76
2015-01-01,F,False,True,0,Assalariado,Secundário,União,Casa,58,3.024657534246576,2.0,3359.43
2015-01-01,F,True,True,1,Servidor público,Superior completo,Casado,Casa,41,4.4602739726027405,3.0,3823.38
2015-01-01,F,False,True,1,Servidor público,Superior completo,União,Casa,46,25.19178082191781,3.0,11721.03
2015-01-01,M,False,True,0,Assalariado,Secundário,Casado,Casa,53,12.473972602739725,2.0,6030.21
2015-01-01,F,True,False,1,Assalariado,Superior completo,União,Casa,31,2.0136986301369864,3.0,3740.97
2015-01-01,F,True,False,0,Servidor público,Secundário,Casado,Casa,46,8.01917808219178,2.0,2622.49
2015-01-01,F,False,True,0,Empresário,Superior completo,União,Casa,30,0.7589041095890411,2.0,1555.16
2015-01-01,F,True,True,0,Assalariado,Secundário,Casado,Casa,37,3.1178082191780816,2.0,2880.65
2015-01-01,F,True,True,1,Assalariado,Superior completo,Separado,Casa,26,5.778082191780823,2.0,2990.66
2015-01-01,M,False,True,0,Assalariado,Secundário,Casado,Casa,42,9.627397260273971,2.0,8651.81
2015-01-01,F,True,True,0,Assalariado,Superior completo,Separado,Casa,47,23.2027397260274,1.0,3515.35
2015-01-01,F,False,False,1,Empresário,Secundário,Casado,Casa,38,2.180821917808219,3.0,4058.06
2015-01-01,F,False,True,0,Assalariado,Secundário,Casado,Casa,37,1.1369863013698631,2.0,1449.57
2015-01-01,M,True,False,1,Assalariado,Superior completo,Casado,Casa,26,1.3753424657534246,3.0,2122.16
2015-01-01,M,True,False,0,Assalariado,Superior completo,Casado,Casa,45,4.287671232876712,2.0,12707.07
2015-01-01,M,True,True,0,Assalariado,Secundário,Casado,Casa,36,2.2164383561643834,2.0,1210.97
2015-01-01,F,True,True,0,Empresário,Secundário,Casado,Casa,50,19.30958904109589,2.0,5907.97
2015-01-01,F,False,True,2,Empresário,Secundário,Casado,Casa,42,1.6821917808219178,4.0,905.85
2015-01-01,F,False,False,0,Empresário,Superior completo,Casado,Com os pais,54,4.216438356164384,2.0,1223.06
2015-01-01,F,False,False,0,Empresário,Secundário,Casado,Casa,43,0.4301369863013699,2.0,2652.35
2015-01-01,M,True,True,1,Assalariado,Superior completo,Casado,Casa,32,10.63835616438356,3.0,11625.78
2015-01-01,F,False,False,1,Empresário,Superior completo,Casado,Casa,34,3.602739726027397,3.0,2474.98
2015-01-01,F,False,True,1,Empresário,Secundário,Casado,Casa,46,7.805479452054794,3.0,6260.74
2015-01-01,F,False,True,0,Assalariado,Secundário,Casado,Casa,26,3.6821917808219182,2.0,1969.62
2015-01-01,F,True,True,0,Empresário,Superior completo,Viúvo,Casa,53,14.6,1.0,9380.83
2015-01-01,M,True,True,1,Assalariado,Superior completo,Casado,Casa,37,0.2657534246575343,3.0,2744.44
2015-01-01,F,True,True,1,Empresário,Secundário,Casado,Casa,37,4.608219178082192,3.0,941.31
2015-01-01,F,False,True,0,Assalariado,Secundário,Casado,Casa,53,6.016438356164382,2.0,2165.5
2015-01-01,M,True,False,2,Assalariado,Superior completo,Casado,Com os pais,31,13.852054794520548,4.0,9202.55
2015-01-01,M,False,True,0,Assalariado,Secundário,União,Casa,41,4.178082191780821,2.0,1932.18
2015-01-01,M,True,False,0,Empresário,Secundário,Casado,Casa,32,3.1890410958904107,2.0,11587.7
2015-01-01,M,True,False,1,Empresário,Superior completo,Solteiro,Estúdio,59,11.6,2.0,4063.18
2015-01-01,F,False,False,1,Assalariado,Secundário,Casado,Casa,38,2.0136986301369864,3.0,1831.13
2015-01-01,M,False,True,1,Assalariado,Superior completo,Casado,Casa,37,14.95890410958904,3.0,11394.5
2015-01-01,F,False,True,0,Empresário,Secundário,Casado,Casa,46,2.5424657534246577,2.0,4670.46
2015-01-01,F,False,False,0,Empresário,Superior completo,Casado,Com os pais,42,1.1315068493150684,2.0,3756.67
2015-01-01,F,True,False,0,Assalariado,Secundário,Casado,Casa,46,1.8657534246575345,2.0,4464.82
2015-01-01,M,False,False,0,Assalariado,Secundário,Casado,Casa,40,5.717808219178082,2.0,11838.5
2015-01-01,F,True,True,2,Assalariado,Superior incompleto,Casado,Casa,31,0.3534246575342465,4.0,1947.06
2015-01-01,F,False,False,1,Assalariado,Secundário,Separado,Casa,45,2.7150684931506848,2.0,1150.79
2015-01-01,M,False,False,0,Assalariado,Superior completo,União,Casa,41,0.5452054794520548,2.0,1799.7
2015-01-01,F,False,True,2,Assalariado,Superior completo,Casado,Casa,37,15.646575342465756,4.0,3278.0
2015-01-01,F,True,True,0,Assalariado,Superior completo,Casado,Casa,34,2.2575342465753425,2.0,1935.05
2015-01-01,M,False,True,0,Assalariado,Secundário,União,Casa,41,4.178082191780821,2.0,1360.56
2015-01-01,F,True,False,0,Assalariado,Superior completo,Casado,Casa,55,6.934246575342466,2.0,967.76
2015-01-01,M,False,False,0,Assalariado,Secundário,União,Casa,62,0.2794520547945205,2.0,714.38
2015-01-01,F,False,True,0,Assalariado,Secundário,Viúvo,Casa,50,14.756164383561645,1.0,7620.51
2015-01-01,M,True,False,0,Assalariado,Secundário,Casado,Casa,52,0.2712328767123288,2.0,6772.53
2015-01-01,M,True,True,0,Empresário,Secundário,União,Casa,32,4.586301369863014,2.0,7705.3
2015-01-01,F,False,False,1,Assalariado,Superior completo,Casado,Casa,44,5.5178082191780815,3.0,5426.32
2015-01-01,M,True,True,0,Empresário,Secundário,Casado,Casa,28,3.095890410958904,2.0,1920.98
2015-01-01,F,False,True,1,Assalariado,Secundário,Solteiro,Casa,49,15.26027397260274,2.0,8912.51
2015-01-01,F,True,True,1,Empresário,Secundário,Casado,Casa,30,2.345205479452055,3.0,7454.7
2015-01-01,M,True,True,2,Assalariado,Secundário,União,Casa,35,13.186301369863012,4.0,5497.07
2015-01-01,F,True,True,0,Empresário,Secundário,Casado,Casa,39,5.304109589041096,2.0,1369.68
2015-01-01,F,False,False,0,Empresário,Secundário,Casado,Casa,49,11.63013698630137,2.0,757.36
2015-01-01,M,True,True,1,Assalariado,Secundário,Casado,Casa,47,0.5561643835616439,3.0,3856.49
2015-01-01,F,True,True,0,Assalariado,Superior completo,União,Casa,31,5.512328767123288,2.0,11503.65
2015-01-01,F,False,True,0,Empresário,Secundário,Casado,Casa,55,3.032876712328767,2.0,6577.55
2015-01-01,F,False,False,0,Empresário,Secundário,Casado,Casa,56,5.06027397260274,2.0,2462.32
2015-01-01,F,True,True,0,Empresário,Secundário,Solteiro,Casa,51,0.873972602739726,1.0,2029.38
2015-01-01,F,True,True,1,Empresário,Superior incompleto,Casado,Casa,46,0.3479452054794521,3.0,3478.79
2015-01-01,F,False,True,0,Assalariado,Secundário,Casado,Casa,50,11.268493150684929,2.0,1592.11
2015-01-01,F,False,True,0,Empresário,Superior completo,Solteiro,Comunitário,33,6.076712328767122,1.0,8457.2
2015-01-01,M,False,False,1,Assalariado,Secundário,Separado,Com os pais,42,4.424657534246577,2.0,5550.5
2015-01-01,M,True,False,0,Assalariado,Secundário,Casado,Casa,24,6.372602739726028,2.0,6089.4
2015-01-01,M,False,True,0,Empresário,Secundário,Casado,Casa,57,0.8438356164383561,2.0,6533.86
2015-01-01,F,True,True,2,Assalariado,Secundário,Casado,Casa,33,0.726027397260274,4.0,4579.6
2015-01-01,M,True,True,0,Assalariado,Secundário,Casado,Casa,50,5.06027397260274,2.0,726.1
2015-01-01,M,True,True,0,Assalariado,Secundário,Casado,Casa,51,5.5479452054794525,2.0,2385.62
2015-01-01,M,True,True,0,Empresário,Secundário,Casado,Casa,49,9.523287671232875,2.0,9001.2
2015-01-01,M,True,False,0,Empresário,Secundário,Casado,Casa,44,8.219178082191782,2.0,7488.01
2015-01-01,F,False,True,0,Empresário,Secundário,Casado,Casa,45,7.638356164383563,2.0,4909.73
2015-01-01,F,True,False,0,Empresário,Superior completo,Casado,Casa,53,4.597260273972604,2.0,1620.37
2015-01-01,M,True,True,1,Assalariado,Secundário,Casado,Casa,31,2.375342465753425,3.0,8104.41
2015-01-01,F,True,True,1,Assalariado,Secundário,Casado,Casa,38,15.232876712328768,3.0,8370.15
2015-01-01,F,False,False,0,Assalariado,Superior completo,Casado,Casa,36,7.249315068493152,2.0,3186.45
2015-01-01,F,False,True,0,Assalariado,Secundário,Casado,Casa,54,4.312328767123288,2.0,2378.07
2015-01-01,M,True,True,2,Assalariado,Secundário,União,Casa,35,13.186301369863012,4.0,5232.15
2015-01-01,F,False,True,0,Servidor público,Primário,Viúvo,Casa,51,7.104109589041097,1.0,1995.82
2015-01-01,M,True,True,2,Assalariado,Secundário,Casado,Casa,31,7.958904109589041,4.0,3646.91
2015-01-01,M,True,False,0,Assalariado,Secundário,Casado,Casa,57,1.326027397260274,2.0,4888.61
2015-01-01,F,False,False,1,Assalariado,Secundário,União,Com os pais,30,1.9616438356164383,3.0,459.13
2015-01-01,M,False,False,0,Assalariado,Secundário,Casado,Casa,56,11.227397260273971,2.0,5975.19
2015-01-01,F,False,False,0,Empresário,Secundário,Casado,Casa,55,22.38630136986301,2.0,4582.5
2015-01-01,F,True,False,0,Empresário,Superior completo,Solteiro,Casa,38,8.186301369863013,1.0,4884.94
2015-01-01,F,False,False,0,Servidor público,Superior completo,Casado,Casa,31,6.043835616438357,2.0,1630.88
2015-01-01,F,False,False,0,Assalariado,Superior completo,Separado,Casa,52,2.7452054794520557,1.0,7934.99
2015-01-01,M,True,True,0,Assalariado,Superior completo,Casado,Casa,51,1.4684931506849317,2.0,1026.82
2015-01-01,F,True,True,1,Empresário,Secundário,Casado,Governamental,44,21.86027397260274,3.0,2864.84
2015-01-01,F,False,True,0,Assalariado,Secundário,Solteiro,Casa,48,21.03013698630137,1.0,6028.89
2015-01-01,F,False,True,0,Assalariado,Secundário,Casado,Casa,42,4.046575342465753,2.0,2123.13
2015-01-01,F,False,True,0,Assalariado,Superior completo,Solteiro,Casa,24,3.104109589041096,1.0,2715.22
2015-01-01,F,False,True,1,Servidor público,Superior completo,Casado,Casa,36,13.136986301369864,3.0,3909.95
2015-01-01,F,False,False,0,Assalariado,Secundário,Casado,Casa,51,25.54794520547945,2.0,6736.28
2015-01-01,F,False,True,2,Assalariado,Secundário,Casado,Casa,39,18.13972602739726,4.0,12752.66
2015-01-01,M,False,True,0,Empresário,Superior completo,Casado,Casa,31,1.1232876712328768,2.0,3236.86
2015-01-01,M,False,True,1,Assalariado,Secundário,Casado,Casa,37,1.7534246575342465,3.0,5847.17
2015-01-01,M,True,True,0,Assalariado,Secundário,Casado,Casa,42,9.252054794520548,2.0,7603.64
2015-01-01,F,False,False,0,Assalariado,Secundário,Casado,Casa,53,3.4301369863013704,2.0,964.63
2015-01-01,M,False,True,1,Empresário,Secundário,União,Casa,46,14.375342465753429,3.0,6004.87
2015-01-01,F,False,True,2,Assalariado,Primário,Casado,Casa,36,14.257534246575348,4.0,13084.3
2015-01-01,M,False,True,0,Assalariado,Secundário,Casado,Casa,30,4.454794520547946,2.0,3046.42
2015-01-01,F,False,True,0,Assalariado,Superior completo,Separado,Casa,60,4.216438356164384,1.0,7276.7
2015-01-01,M,True,False,0,Empresário,Secundário,Casado,Casa,31,5.6054794520547935,2.0,4929.31
2015-01-01,F,False,True,0,Assalariado,Secundário,Casado,Casa,43,8.312328767123287,2.0,1878.91
2015-01-01,M,False,False,1,Assalariado,Secundário,Casado,Casa,30,3.4356164383561643,3.0,9254.59
2015-01-01,F,False,True,0,Assalariado,Secundário,Casado,Casa,50,5.958904109589041,2.0,5507.47
2015-01-01,F,True,True,1,Assalariado,Secundário,Casado,Casa,35,2.5506849315068494,3.0,2267.66
2015-01-01,M,False,False,0,Assalariado,Secundário,Solteiro,Com os pais,24,2.5945205479452054,1.0,4247.94
2015-01-01,F,False,True,3,Empresário,Secundário,Solteiro,Casa,32,13.895890410958906,4.0,7590.52
2015-01-01,F,False,True,1,Assalariado,Superior completo,Casado,Casa,50,27.65479452054794,3.0,3792.52
2015-01-01,F,False,True,1,Assalariado,Secundário,Casado,Casa,38,0.7150684931506849,3.0,1304.2
2015-01-01,F,False,False,0,Empresário,Superior completo,Casado,Com os pais,27,3.764383561643836,2.0,2141.05
2015-01-01,F,False,True,2,Assalariado,Secundário,Casado,Com os pais,37,1.0027397260273974,4.0,3469.59
2015-01-01,F,False,False,0,Empresário,Secundário,Casado,Casa,39,3.175342465753425,2.0,728.96
2015-01-01,M,True,True,0,Assalariado,Secundário,Casado,Casa,46,9.704109589041096,2.0,13381.31
2015-01-01,F,False,False,1,Empresário,Superior completo,Separado,Casa,40,7.761643835616439,2.0,3091.22
2015-01-01,M,True,True,0,Assalariado,Primário,Separado,Casa,52,10.47945205479452,1.0,6718.18
2015-01-01,F,False,False,0,Empresário,Secundário,União,Casa,41,3.7178082191780817,2.0,5852.05
2015-01-01,F,False,True,1,Assalariado,Secundário,Casado,Casa,40,21.55068493150685,3.0,3245.19
2015-01-01,F,True,True,0,Empresário,Superior completo,União,Casa,38,10.438356164383563,2.0,3195.0
2015-01-01,M,False,True,0,Assalariado,Secundário,Casado,Casa,38,10.427397260273972,2.0,10289.08
2015-01-01,M,False,False,1,Assalariado,Superior completo,Casado,Casa,27,4.035616438356166,3.0,2010.06
2015-01-01,M,True,False,0,Assalariado,Superior completo,Casado,Casa,28,8.208219178082192,2.0,3169.39
2015-01-01,M,True,True,1,Assalariado,Secundário,Casado,Casa,31,10.427397260273972,3.0,1717.59
2015-01-01,F,False,True,0,Empresário,Secundário,Casado,Casa,50,1.747945205479452,2.0,5109.17
2015-01-01,F,False,True,1,Assalariado,Secundário,Casado,Casa,31,6.383561643835616,3.0,512.32
2015-01-01,M,False,True,1,Empresário,Superior incompleto,Casado,Casa,34,3.202739726027397,3.0,1985.93
2015-01-01,M,False,False,1,Assalariado,Secundário,Casado,Casa,27,1.5178082191780822,3.0,1594.22
2015-01-01,M,False,False,0,Empresário,Secundário,União,Casa,32,0.8082191780821918,2.0,4547.94
2015-01-01,M,True,False,1,Assalariado,Secundário,Casado,Casa,33,0.536986301369863,3.0,1923.23
2015-01-01,F,False,False,0,Servidor público,Secundário,Separado,Casa,53,33.78630136986301,1.0,13365.25
2015-01-01,M,True,False,2,Assalariado,Superior completo,Casado,Casa,43,18.336986301369866,4.0,12082.92
2015-01-01,F,True,True,1,Assalariado,Superior completo,Separado,Casa,51,16.386301369863013,2.0,4434.25
2015-01-01,F,False,True,0,Empresário,Secundário,Solteiro,Casa,49,1.5205479452054795,1.0,1413.7
2015-01-01,M,False,False,1,Assalariado,Secundário,Casado,Casa,24,1.356164383561644,3.0,2440.24
2015-01-01,F,False,False,0,Assalariado,Secundário,Casado,Casa,51,30.117808219178084,2.0,4704.81
2015-01-01,F,False,True,0,Assalariado,Secundário,Solteiro,Casa,47,5.846575342465752,1.0,4462.83
2015-01-01,F,False,True,1,Assalariado,Secundário,Viúvo,Casa,42,0.8356164383561644,2.0,1622.97
2015-01-01,F,True,True,0,Empresário,Secundário,Casado,Casa,50,19.30958904109589,2.0,4699.34
2015-01-01,F,False,False,0,Assalariado,Secundário,Casado,Casa,43,5.715068493150685,2.0,3130.42
2015-01-01,F,True,True,0,Empresário,Secundário,Solteiro,Casa,51,0.873972602739726,1.0,2029.38
2015-01-01,F,False,True,0,Empresário,Secundário,Casado,Casa,48,8.967123287671232,2.0,2952.57
2015-01-01,F,False,True,0,Empresário,Secundário,Casado,Casa,48,3.276712328767123,2.0,6685.74
2015-01-01,F,False,True,1,Servidor público,Secundário,União,Com os pais,40,15.975342465753426,3.0,2369.62
2015-01-01,F,False,True,1,Assalariado,Secundário,Casado,Casa,29,0.3479452054794521,3.0,8538.98
2015-01-01,F,False,True,0,Assalariado,Secundário,Casado,Aluguel,39,7.120547945205479,2.0,941.38
2015-01-01,F,True,False,1,Empresário,Superior completo,Casado,Casa,30,5.657534246575342,3.0,3594.85
2015-01-01,F,True,False,0,Assalariado,Secundário,Casado,Casa,53,11.134246575342466,2.0,1646.71
2015-01-01,F,False,True,0,Assalariado,Secundário,Casado,Casa,60,2.0383561643835617,2.0,583.86
2015-01-01,F,False,False,0,Assalariado,Secundário,Casado,Com os pais,54,3.263013698630137,2.0,675.21
2015-01-01,F,True,False,1,Empresário,Superior completo,Solteiro,Casa,27,4.523287671232877,2.0,3619.63
2015-01-01,F,True,True,2,Assalariado,Secundário,Casado,Casa,36,3.3479452054794514,4.0,2943.49
2015-01-01,F,False,True,0,Empresário,Secundário,Casado,Casa,47,8.926027397260274,2.0,4679.37
2015-01-01,F,True,True,1,Assalariado,Secundário,Casado,Casa,38,15.232876712328768,3.0,8370.15
2015-01-01,M,True,True,1,Assalariado,Superior completo,Casado,Casa,47,3.1150684931506847,3.0,3030.06
2015-01-01,F,True,False,0,Assalariado,Secundário,Casado,Casa,31,5.298630136986302,2.0,1526.67
2015-01-01,F,False,False,1,Assalariado,Superior completo,Casado,Casa,44,5.5178082191780815,3.0,7799.99
2015-01-01,F,False,False,1,Assalariado,Secundário,Viúvo,Casa,41,7.265753424657534,2.0,6390.86
2015-01-01,F,False,True,0,Assalariado,Secundário,Casado,Casa,55,8.471232876712326,2.0,6581.12
2015-01-01,F,True,False,1,Assalariado,Secundário,Casado,Casa,50,6.802739726027397,3.0,1664.58
2015-01-01,F,False,True,0,Assalariado,Secundário,Viúvo,Casa,57,11.835616438356164,1.0,5297.08
2015-01-01,F,False,True,1,Empresário,Secundário,União,Casa,40,3.6986301369863015,3.0,2837.94
2015-01-01,M,False,False,0,Assalariado,Secundário,Solteiro,Casa,24,2.375342465753425,1.0,3329.12
2015-01-01,F,False,True,0,Assalariado,Superior completo,Casado,Casa,28,2.5506849315068494,2.0,2086.16
2015-01-01,F,False,True,0,Assalariado,Secundário,Casado,Casa,57,4.865753424657535,2.0,3303.7
2015-01-01,F,False,True,1,Assalariado,Secundário,Separado,Casa,47,0.2164383561643836,2.0,5116.81
2015-01-01,F,False,True,0,Empresário,Secundário,Casado,Casa,28,6.2027397260273975,2.0,813.29
2015-01-01,F,False,True,3,Empresário,Superior incompleto,Casado,Casa,33,6.0465753424657525,5.0,7725.87
2015-01-01,M,False,False,0,Assalariado,Superior incompleto,Casado,Casa,27,0.7561643835616438,2.0,1928.65
2015-01-01,F,False,True,0,Assalariado,Secundário,Casado,Casa,55,8.471232876712326,2.0,7100.13
2015-01-01,F,False,True,0,Assalariado,Superior completo,Viúvo,Casa,63,5.846575342465752,1.0,2091.6
2015-01-01,F,False,True,1,Assalariado,Superior completo,Casado,Casa,38,8.293150684931506,3.0,6980.37
2015-01-01,F,False,True,1,Empresário,Superior completo,Casado,Casa,43,4.0191780821917815,3.0,4085.63
2015-01-01,F,True,False,1,Empresário,Superior completo,Casado,Casa,39,6.898630136986301,3.0,953.28
2015-01-01,M,False,False,1,Assalariado,Secundário,Casado,Casa,36,3.624657534246576,3.0,6648.79
2015-01-01,F,False,True,3,Empresário,Secundário,Casado,Casa,35,2.115068493150685,5.0,12294.44
2015-01-01,F,False,True,0,Assalariado,Secundário,Casado,Casa,64,9.183561643835615,2.0,3081.21
2015-01-01,F,False,False,2,Assalariado,Superior incompleto,Casado,Com os pais,36,8.186301369863013,4.0,4967.87
2015-01-01,F,False,False,0,Empresário,Superior completo,Casado,Casa,37,13.276712328767124,2.0,8952.08
2015-01-01,F,False,True,1,Assalariado,Superior completo,Casado,Casa,29,8.665753424657536,3.0,5907.34
2015-01-01,F,True,True,1,Assalariado,Superior completo,Casado,Casa,36,1.0767123287671232,3.0,2831.69
2015-01-01,F,False,False,0,Empresário,Primário,Casado,Governamental,52,0.6328767123287671,2.0,1854.41
2015-01-01,F,True,True,0,Assalariado,Secundário,Solteiro,Casa,50,5.764383561643837,1.0,1233.79
2015-01-01,M,True,True,0,Servidor público,Superior completo,Solteiro,Casa,27,2.263013698630137,1.0,1870.71
2015-01-01,M,True,True,0,Assalariado,Secundário,Casado,Casa,55,2.8575342465753426,2.0,2884.24
2015-01-01,F,False,True,0,Assalariado,Secundário,Casado,Casa,44,1.7945205479452055,2.0,702.08
2015-01-01,M,True,True,0,Servidor público,Superior completo,Solteiro,Casa,27,2.263013698630137,1.0,1276.69
2015-01-01,F,False,True,3,Servidor público,Superior completo,Casado,Casa,43,20.27671232876712,5.0,2891.85
2015-01-01,M,False,False,1,Assalariado,Secundário,Casado,Casa,36,3.624657534246576,3.0,6648.79
2015-01-01,M,True,True,2,Assalariado,Secundário,Casado,Casa,24,2.7890410958904117,4.0,1827.35
2015-01-01,F,False,False,2,Assalariado,Superior completo,Casado,Com os pais,41,20.86027397260274,4.0,7958.21
2015-01-01,M,True,True,1,Empresário,Secundário,Casado,Casa,41,11.627397260273971,3.0,5082.97
2015-01-01,F,True,True,3,Assalariado,Secundário,Casado,Casa,38,10.967123287671232,5.0,5519.41
2015-01-01,F,False,False,0,Servidor público,Superior completo,Separado,Com os pais,53,5.454794520547946,1.0,3537.57
2015-01-01,F,True,True,1,Empresário,Superior completo,Casado,Casa,31,4.427397260273971,3.0,1375.05
2015-01-01,F,True,True,1,Empresário,Superior completo,Solteiro,Casa,38,5.769863013698631,2.0,607.89
2015-01-01,F,False,False,0,Assalariado,Superior completo,Solteiro,Casa,42,8.104109589041098,1.0,2260.31
2015-01-01,M,True,False,0,Assalariado,Superior completo,Casado,Casa,45,4.287671232876712,2.0,3106.49
2015-01-01,F,True,True,2,Assalariado,Superior completo,Solteiro,Casa,38,1.1561643835616435,3.0,4965.06
2015-01-01,F,False,True,0,Assalariado,Secundário,Casado,Casa,51,11.413698630136984,2.0,1948.23
2015-01-01,F,False,True,0,Empresário,Superior completo,Viúvo,Casa,55,6.3780821917808215,1.0,1726.03
2015-01-01,F,True,False,0,Assalariado,Superior completo,Casado,Governamental,49,5.493150684931507,2.0,2007.63
2015-01-01,F,False,False,0,Assalariado,Secundário,Casado,Casa,57,3.1643835616438367,2.0,2794.3
2015-01-01,F,False,True,1,Assalariado,Secundário,Casado,Casa,35,9.12054794520548,3.0,2478.46
2015-01-01,M,True,True,0,Assalariado,Superior completo,Casado,Casa,32,5.013698630136987,2.0,3737.29
2015-01-01,M,True,True,1,Assalariado,Secundário,Casado,Casa,31,9.89315068493151,3.0,6977.17
2015-01-01,F,False,False,0,Empresário,Secundário,Casado,Casa,50,4.931506849315068,2.0,825.29
2015-01-01,M,True,True,0,Servidor público,Superior completo,Casado,Casa,38,0.463013698630137,2.0,2325.56
2015-01-01,M,True,True,1,Assalariado,Secundário,Casado,Casa,41,6.953424657534248,3.0,1924.71
2015-01-01,M,False,True,0,Empresário,Superior completo,Solteiro,Casa,27,5.282191780821917,1.0,3414.81
2015-01-01,F,True,True,0,Empresário,Secundário,Casado,Casa,40,3.895890410958904,2.0,3697.59
